"","lngdp","treated","fips","year_qtr","state"
"240",11.816527637454,0,4,1997.25,"Arizona"
"241",11.8367321163406,0,4,1997.5,"Arizona"
"242",11.8565364457297,0,4,1997.75,"Arizona"
"243",11.8759561682119,0,4,1998,"Arizona"
"244",11.8972503516018,0,4,1998.25,"Arizona"
"245",11.9181005310203,0,4,1998.5,"Arizona"
"246",11.9385248447209,0,4,1998.75,"Arizona"
"247",11.9585403417054,0,4,1999,"Arizona"
"248",11.9605860239755,0,4,1999.25,"Arizona"
"249",11.9626275299714,0,4,1999.5,"Arizona"
"250",11.9646648767104,0,4,1999.75,"Arizona"
"251",11.9666980811055,0,4,2000,"Arizona"
"252",11.9758572727267,0,4,2000.25,"Arizona"
"253",11.9849333343841,0,4,2000.5,"Arizona"
"254",11.993927761511,0,4,2000.75,"Arizona"
"255",12.0028420095478,0,4,2001,"Arizona"
"256",12.0158726350624,0,4,2001.25,"Arizona"
"257",12.0287356451682,0,4,2001.5,"Arizona"
"258",12.0414352972965,0,4,2001.75,"Arizona"
"259",12.0539756887027,0,4,2002,"Arizona"
"260",12.0690365471643,0,4,2002.25,"Arizona"
"261",12.0838739376268,0,4,2002.5,"Arizona"
"262",12.0984943947369,0,4,2002.75,"Arizona"
"263",12.1129041706377,0,4,2003,"Arizona"
"264",12.1292860891707,0,4,2003.25,"Arizona"
"265",12.145403960243,0,4,2003.5,"Arizona"
"266",12.161266160962,0,4,2003.75,"Arizona"
"267",12.1768806759973,0,4,2004,"Arizona"
"268",12.2072519498774,0,4,2004.25,"Arizona"
"269",12.2367279337898,0,4,2004.5,"Arizona"
"270",12.265359902885,0,4,2004.75,"Arizona"
"271",12.2931948497116,0,4,2005,"Arizona"
"272",12.3216131686338,0,4,2005.25,"Arizona"
"273",12.3528922327316,0,4,2005.5,"Arizona"
"274",12.36776198101,0,4,2005.75,"Arizona"
"275",12.3958124522767,0,4,2006,"Arizona"
"276",12.4076206832877,0,4,2006.25,"Arizona"
"277",12.4327539316745,0,4,2006.5,"Arizona"
"278",12.4549034365804,0,4,2006.75,"Arizona"
"279",12.461017143794,0,4,2007,"Arizona"
"280",12.4758287536518,0,4,2007.25,"Arizona"
"281",12.4893927182788,0,4,2007.5,"Arizona"
"282",12.4786461563012,0,4,2007.75,"Arizona"
"283",12.4725553406845,0,4,2008,"Arizona"
"284",12.4641430893451,0,4,2008.25,"Arizona"
"285",12.4558191786389,0,4,2008.5,"Arizona"
"286",12.4299199491526,0,4,2008.75,"Arizona"
"287",12.411060372823,0,4,2009,"Arizona"
"288",12.392394523692,0,4,2009.25,"Arizona"
"289",12.3882150196052,0,4,2009.5,"Arizona"
"290",12.4033443892768,0,4,2009.75,"Arizona"
"291",12.3910614753201,0,4,2010,"Arizona"
"292",12.407097369226,0,4,2010.25,"Arizona"
"293",12.4191537397053,0,4,2010.5,"Arizona"
"294",12.4292241968124,0,4,2010.75,"Arizona"
"295",12.4264122695116,0,4,2011,"Arizona"
"296",12.4355560573906,0,4,2011.25,"Arizona"
"297",12.447303628543,0,4,2011.5,"Arizona"
"298",12.4734856819341,0,4,2011.75,"Arizona"
"299",12.4795556364571,0,4,2012,"Arizona"
"300",12.491717644556,0,4,2012.25,"Arizona"
"301",12.4859329576144,0,4,2012.5,"Arizona"
"302",12.4880509825653,0,4,2012.75,"Arizona"
"303",12.4945581451479,0,4,2013,"Arizona"
"304",12.500918993166,0,4,2013.25,"Arizona"
"305",12.5105417735971,0,4,2013.5,"Arizona"
"306",12.5253551240518,0,4,2013.75,"Arizona"
"307",12.5305084483263,0,4,2014,"Arizona"
"308",12.5384256956538,0,4,2014.25,"Arizona"
"309",12.5562505292075,0,4,2014.5,"Arizona"
"310",12.5594019992178,0,4,2014.75,"Arizona"
"311",12.5749429231688,0,4,2015,"Arizona"
"312",12.5839541327744,0,4,2015.25,"Arizona"
"313",12.5882350080685,0,4,2015.5,"Arizona"
"314",12.6039691841384,0,4,2015.75,"Arizona"
"315",12.6080349593444,0,4,2016,"Arizona"
"316",10.5630779495672,0,5,1990,"Arkansas"
"317",10.5815972345193,0,5,1990.25,"Arkansas"
"318",10.5997797822401,0,5,1990.5,"Arkansas"
"319",10.6176376201844,0,5,1990.75,"Arkansas"
"320",10.6351821427083,0,5,1991,"Arkansas"
"321",10.6556934235994,0,5,1991.25,"Arkansas"
"322",10.6757924338819,0,5,1991.5,"Arkansas"
"323",10.6954954205636,0,5,1991.75,"Arkansas"
"324",10.7148176887738,0,5,1992,"Arkansas"
"325",10.7288684090504,0,5,1992.25,"Arkansas"
"326",10.742724438968,0,5,1992.5,"Arkansas"
"327",10.7563911002299,0,5,1992.75,"Arkansas"
"328",10.7698734992816,0,5,1993,"Arkansas"
"329",10.7899065332053,0,5,1993.25,"Arkansas"
"330",10.809546113844,0,5,1993.5,"Arkansas"
"331",10.8288073989948,0,5,1993.75,"Arkansas"
"332",10.8477046870511,0,5,1994,"Arkansas"
"333",10.8631250889136,0,5,1994.25,"Arkansas"
"334",10.8783113085959,0,5,1994.5,"Arkansas"
"335",10.8932703526484,0,5,1994.75,"Arkansas"
"336",10.9080089178046,0,5,1995,"Arkansas"
"337",10.9232910941103,0,5,1995.25,"Arkansas"
"338",10.9383432365125,0,5,1995.5,"Arkansas"
"339",10.9531721675808,0,5,1995.75,"Arkansas"
"340",10.9677844107891,0,5,1996,"Arkansas"
"341",10.9782553063942,0,5,1996.25,"Arkansas"
"342",10.9886176975027,0,5,1996.5,"Arkansas"
"343",10.9988738098229,0,5,1996.75,"Arkansas"
"344",11.009025801275,0,5,1997,"Arkansas"
"345",11.0166846308654,0,5,1997.25,"Arkansas"
"346",11.0242852483395,0,5,1997.5,"Arkansas"
"347",11.0318285319265,0,5,1997.75,"Arkansas"
"348",11.0393153401304,0,5,1998,"Arkansas"
"349",11.0569825193728,0,5,1998.25,"Arkansas"
"350",11.0743429803992,0,5,1998.5,"Arkansas"
"351",11.0914071915398,0,5,1998.75,"Arkansas"
"352",11.1081850941765,0,5,1999,"Arkansas"
"353",11.1081288833484,0,5,1999.25,"Arkansas"
"354",11.1080726693605,0,5,1999.5,"Arkansas"
"355",11.1080164522124,0,5,1999.75,"Arkansas"
"356",11.1079602319037,0,5,2000,"Arkansas"
"357",11.1167780619071,0,5,2000.25,"Arkansas"
"358",11.1255188169237,0,5,2000.5,"Arkansas"
"359",11.1341838326822,0,5,2000.75,"Arkansas"
"360",11.142774410487,0,5,2001,"Arkansas"
"361",11.1530955493382,0,5,2001.25,"Arkansas"
"362",11.1633112496021,0,5,2001.5,"Arkansas"
"363",11.1734236437887,0,5,2001.75,"Arkansas"
"364",11.1834348003596,0,5,2002,"Arkansas"
"365",11.1958660738078,0,5,2002.25,"Arkansas"
"366",11.2081447062765,0,5,2002.5,"Arkansas"
"367",11.2202744008354,0,5,2002.75,"Arkansas"
"368",11.2322587274124,0,5,2003,"Arkansas"
"369",11.2557596650416,0,5,2003.25,"Arkansas"
"370",11.2787209662966,0,5,2003.5,"Arkansas"
"371",11.3011668585226,0,5,2003.75,"Arkansas"
"372",11.3231199732665,0,5,2004,"Arkansas"
"373",11.3403027222532,0,5,2004.25,"Arkansas"
"374",11.3571952049294,0,5,2004.5,"Arkansas"
"375",11.3738070654769,0,5,2004.75,"Arkansas"
"376",11.3901474752753,0,5,2005,"Arkansas"
"377",11.3993535500853,0,5,2005.25,"Arkansas"
"378",11.41327086181,0,5,2005.5,"Arkansas"
"379",11.4408922620704,0,5,2005.75,"Arkansas"
"380",11.4447858008269,0,5,2006,"Arkansas"
"381",11.4643547767142,0,5,2006.25,"Arkansas"
"382",11.4666825537955,0,5,2006.5,"Arkansas"
"383",11.463766732888,0,5,2006.75,"Arkansas"
"384",11.4541198128249,0,5,2007,"Arkansas"
"385",11.4715929234764,0,5,2007.25,"Arkansas"
"386",11.4818268778682,0,5,2007.5,"Arkansas"
"387",11.5362317512005,0,5,2007.75,"Arkansas"
"388",11.4940789804238,0,5,2008,"Arkansas"
"389",11.5196329196172,0,5,2008.25,"Arkansas"
"390",11.5238456224192,0,5,2008.5,"Arkansas"
"391",11.5073801179146,0,5,2008.75,"Arkansas"
"392",11.5114043085983,0,5,2009,"Arkansas"
"393",11.4743301562108,0,5,2009.25,"Arkansas"
"394",11.4842893369339,0,5,2009.5,"Arkansas"
"395",11.5012778946206,0,5,2009.75,"Arkansas"
"396",11.502683191506,0,5,2010,"Arkansas"
"397",11.53923627976,0,5,2010.25,"Arkansas"
"398",11.5593222911994,0,5,2010.5,"Arkansas"
"399",11.5655938135373,0,5,2010.75,"Arkansas"
"400",11.5647870978229,0,5,2011,"Arkansas"
"401",11.580752323595,0,5,2011.25,"Arkansas"
"402",11.590488176918,0,5,2011.5,"Arkansas"
"403",11.5967425790631,0,5,2011.75,"Arkansas"
"404",11.6012018748016,0,5,2012,"Arkansas"
"405",11.6058783230191,0,5,2012.25,"Arkansas"
"406",11.6019248645328,0,5,2012.5,"Arkansas"
"407",11.5956660685092,0,5,2012.75,"Arkansas"
"408",11.6412131332717,0,5,2013,"Arkansas"
"409",11.6428566345623,0,5,2013.25,"Arkansas"
"410",11.6528091390662,0,5,2013.5,"Arkansas"
"411",11.6548502840317,0,5,2013.75,"Arkansas"
"412",11.6630423055107,0,5,2014,"Arkansas"
"413",11.6766416774386,0,5,2014.25,"Arkansas"
"414",11.6844809416113,0,5,2014.5,"Arkansas"
"415",11.6916656161805,0,5,2014.75,"Arkansas"
"416",11.6762510690186,0,5,2015,"Arkansas"
"417",11.6890612626771,0,5,2015.25,"Arkansas"
"418",11.6968707028803,0,5,2015.5,"Arkansas"
"419",11.6959467768785,0,5,2015.75,"Arkansas"
"420",11.6952970205142,0,5,2016,"Arkansas"
"421",13.5586292346652,0,6,1990,"California"
"422",13.5639758911469,0,6,1990.25,"California"
"423",13.5692941128567,0,6,1990.5,"California"
"424",13.5745842006408,0,6,1990.75,"California"
"425",13.5798464505961,0,6,1991,"California"
"426",13.5853096620738,0,6,1991.25,"California"
"427",13.5907431889715,0,6,1991.5,"California"
"428",13.5961473521314,0,6,1991.75,"California"
"429",13.6015224672221,0,6,1992,"California"
"430",13.607416012684,0,6,1992.25,"California"
"431",13.6132750276754,0,6,1992.5,"California"
"432",13.6190999144706,0,6,1992.75,"California"
"433",13.6248910683552,0,6,1993,"California"
"434",13.6353968620507,0,6,1993.25,"California"
"435",13.6457934305483,0,6,1993.5,"California"
"436",13.6560830216534,0,6,1993.75,"California"
"437",13.6662678144896,0,6,1994,"California"
"438",13.6807375376962,0,6,1994.25,"California"
"439",13.6950008708702,0,6,1994.5,"California"
"440",13.709063619029,0,6,1994.75,"California"
"441",13.7229313456712,0,6,1995,"California"
"442",13.7372562709461,0,6,1995.25,"California"
"443",13.7513788873851,0,6,1995.5,"California"
"444",13.7653048298568,0,6,1995.75,"California"
"445",13.7790395010391,0,6,1996,"California"
"446",13.8089898442451,0,6,1996.25,"California"
"447",13.8380691879154,0,6,1996.5,"California"
"448",13.8663267635631,0,6,1996.75,"California"
"449",13.8938077430993,0,6,1997,"California"
"450",13.9097863393266,0,6,1997.25,"California"
"451",13.9255136302596,0,6,1997.5,"California"
"452",13.9409973985226,0,6,1997.75,"California"
"453",13.9562450707178,0,6,1998,"California"
"454",13.9770686635185,0,6,1998.25,"California"
"455",13.9974674649482,0,6,1998.5,"California"
"456",14.0174584601778,0,6,1998.75,"California"
"457",14.0370576355923,0,6,1999,"California"
"458",14.046752230801,0,6,1999.25,"California"
"459",14.0563537425182,0,6,1999.5,"California"
"460",14.065863941256,0,6,1999.75,"California"
"461",14.0752845474874,0,6,2000,"California"
"462",14.0802748247362,0,6,2000.25,"California"
"463",14.0852403227223,0,6,2000.5,"California"
"464",14.0901812863134,0,6,2000.75,"California"
"465",14.0950979567656,0,6,2001,"California"
"466",14.1036057325776,0,6,2001.25,"California"
"467",14.1120417363317,0,6,2001.5,"California"
"468",14.1204071688506,0,6,2001.75,"California"
"469",14.1287032010704,0,6,2002,"California"
"470",14.1429753851136,0,6,2002.25,"California"
"471",14.1570467368737,0,6,2002.5,"California"
"472",14.1709228300683,0,6,2002.75,"California"
"473",14.1846090095554,0,6,2003,"California"
"474",14.1971084294323,0,6,2003.25,"California"
"475",14.209453540597,0,6,2003.5,"California"
"476",14.2216481066003,0,6,2003.75,"California"
"477",14.2336957549617,0,6,2004,"California"
"478",14.2665379277529,0,6,2004.25,"California"
"479",14.2983357016738,0,6,2004.5,"California"
"480",14.3291534594739,0,6,2004.75,"California"
"481",14.359049808102,0,6,2005,"California"
"482",14.373883860048,0,6,2005.25,"California"
"483",14.3962877135555,0,6,2005.5,"California"
"484",14.4085202258748,0,6,2005.75,"California"
"485",14.4349810579663,0,6,2006,"California"
"486",14.4392192320425,0,6,2006.25,"California"
"487",14.4502597920752,0,6,2006.5,"California"
"488",14.4614371918605,0,6,2006.75,"California"
"489",14.4653179937959,0,6,2007,"California"
"490",14.4799073794045,0,6,2007.25,"California"
"491",14.492679259842,0,6,2007.5,"California"
"492",14.5083096779582,0,6,2007.75,"California"
"493",14.4933034626261,0,6,2008,"California"
"494",14.511197510571,0,6,2008.25,"California"
"495",14.5150045548076,0,6,2008.5,"California"
"496",14.4824980377861,0,6,2008.75,"California"
"497",14.477591645891,0,6,2009,"California"
"498",14.4611378422228,0,6,2009.25,"California"
"499",14.4545668503072,0,6,2009.5,"California"
"500",14.4614413852645,0,6,2009.75,"California"
"501",14.4721285998323,0,6,2010,"California"
"502",14.4834440276857,0,6,2010.25,"California"
"503",14.4923225427332,0,6,2010.5,"California"
"504",14.5173622441544,0,6,2010.75,"California"
"505",14.5158895259995,0,6,2011,"California"
"506",14.5248681371722,0,6,2011.25,"California"
"507",14.5300556612871,0,6,2011.5,"California"
"508",14.5356545237371,0,6,2011.75,"California"
"509",14.5534566147572,0,6,2012,"California"
"510",14.565020113387,0,6,2012.25,"California"
"511",14.5746940436731,0,6,2012.5,"California"
"512",14.595142268421,0,6,2012.75,"California"
"513",14.5918286252629,0,6,2013,"California"
"514",14.6026397639947,0,6,2013.25,"California"
"515",14.6200282578751,0,6,2013.5,"California"
"516",14.6438060107941,0,6,2013.75,"California"
"517",14.6480052472075,0,6,2014,"California"
"518",14.6660930181427,0,6,2014.25,"California"
"519",14.6868737959436,0,6,2014.5,"California"
"520",14.6930691932926,0,6,2014.75,"California"
"521",14.7155861318722,0,6,2015,"California"
"522",14.7328831044659,0,6,2015.25,"California"
"523",14.7396662795616,0,6,2015.5,"California"
"524",14.7481383110098,0,6,2015.75,"California"
"525",14.7590218264859,0,6,2016,"California"
"526",11.2328278906915,0,8,1990,"Colorado"
"527",11.2466101553937,0,8,1990.25,"Colorado"
"528",11.2602050487513,0,8,1990.5,"Colorado"
"529",11.2736175971728,0,8,1990.75,"Colorado"
"530",11.2868526274834,0,8,1991,"Colorado"
"531",11.3101970983986,0,8,1991.25,"Colorado"
"532",11.3330090135901,0,8,1991.5,"Colorado"
"533",11.3553121304009,0,8,1991.75,"Colorado"
"534",11.3771286510727,0,8,1992,"Colorado"
"535",11.4007780816512,0,8,1992.25,"Colorado"
"536",11.4238811137973,0,8,1992.5,"Colorado"
"537",11.4464624264699,0,8,1992.75,"Colorado"
